95,39,1,0.6,0.0
83,77,1,0.6,0.0
67,58,1,0.6,0.0
60,89,1,0.6,0.0
76,13,1,0.6,0.0
55,84,1,0.6,0.0
21,93,1,0.6,0.0
48,29,1,0.6,0.0
96,75,1,0.6,0.0
32,89,1,0.6,0.0
40,52,1,0.6,0.0
12,15,1,0.6,0.0
37,100,1,0.6,0.0
7,79,1,0.6,0.0
22,91,1,0.6,0.0
32,49,1,0.6,0.0
29,59,1,0.6,0.0
53,70,1,0.6,0.0
20,51,1,0.6,0.0
39,95,1,0.6,0.0
24,44,1,0.6,0.0
33,24,1,0.6,0.0
10,27,1,0.6,0.0
31,40,1,0.6,0.0
5,70,1,0.6,0.0
13,85,1,0.6,0.0
8,57,1,0.6,0.0
6,50,1,0.6,0.0
96,47,1,0.6,0.0
100,54,1,0.6,0.0
76,59,1,0.6,0.0
36,67,1,0.6,0.0
44,98,1,0.6,0.0
52,33,1,0.6,0.0
6,31,1,0.6,0.0
29,79,1,0.6,0.0
22,25,1,0.6,0.0
77,37,1,0.6,0.0
69,97,1,0.6,0.0
64,63,1,0.6,0.0
85,64,1,0.6,0.0
90,47,1,0.6,0.0
80,31,1,0.6,0.0
38,84,1,0.6,0.0
38,100,1,0.6,0.0
100,9,1,0.6,0.0
87,1,1,0.6,0.0
6,32,1,0.6,0.0
96,57,1,0.6,0.0
24,19,1,0.6,0.0
95,98,1,0.6,0.0
84,50,1,0.6,0.0
40,34,1,0.6,0.0
11,45,1,0.6,0.0
3,76,1,0.6,0.0
38,44,1,0.6,0.0
11,22,1,0.6,0.0
4,4,1,0.6,0.0
97,84,1,0.6,0.0
71,36,1,0.6,0.0
20,4,1,0.6,0.0
37,27,1,0.6,0.0
71,19,1,0.6,0.0
96,94,1,0.6,0.0
12,52,1,0.6,0.0
91,81,1,0.6,0.0
21,64,1,0.6,0.0
54,16,1,0.6,0.0
23,20,1,0.6,0.0
99,28,1,0.6,0.0
54,34,1,0.6,0.0
84,73,1,0.6,0.0
60,81,1,0.6,0.0
8,86,1,0.6,0.0
100,11,1,0.6,0.0
79,93,1,0.6,0.0
43,94,1,0.6,0.0
3,92,1,0.6,0.0
72,98,1,0.6,0.0
40,19,1,0.6,0.0
70,100,1,0.6,0.0
31,98,1,0.6,0.0
58,90,1,0.6,0.0
60,43,1,0.6,0.0
6,34,1,0.6,0.0
27,32,1,0.6,0.0
26,37,1,0.6,0.0
34,45,1,0.6,0.0
63,2,1,0.6,0.0
45,80,1,0.6,0.0
54,36,1,0.6,0.0
97,5,1,0.6,0.0
38,31,1,0.6,0.0
4,64,1,0.6,0.0
23,71,1,0.6,0.0
42,4,1,0.6,0.0
58,50,1,0.6,0.0
10,38,1,0.6,0.0
83,26,1,0.6,0.0
88,58,1,0.6,0.0
17,44,1,0.6,0.0
57,85,1,0.6,0.0
51,5,1,0.6,0.0
55,49,1,0.6,0.0
41,99,1,0.6,0.0
33,52,1,0.6,0.0
17,83,1,0.6,0.0
99,17,1,0.6,0.0
9,18,1,0.6,0.0
22,76,1,0.6,0.0
19,14,1,0.6,0.0
59,24,1,0.6,0.0
38,63,1,0.6,0.0
59,31,1,0.6,0.0
38,94,1,0.6,0.0
77,86,1,0.6,0.0
84,21,1,0.6,0.0
84,52,1,0.6,0.0
54,22,1,0.6,0.0
89,54,1,0.6,0.0
23,5,1,0.6,0.0
32,96,1,0.6,0.0
77,78,1,0.6,0.0
0,47,1,0.6,0.0
17,95,1,0.6,0.0
