60,92,1,0.4,0.0
96,57,1,0.4,0.0
25,18,1,0.4,0.0
26,89,1,0.4,0.0
40,81,1,0.4,0.0
89,54,1,0.4,0.0
20,60,1,0.4,0.0
73,95,1,0.4,0.0
15,43,1,0.4,0.0
57,70,1,0.4,0.0
41,85,1,0.4,0.0
87,39,1,0.4,0.0
47,37,1,0.4,0.0
72,48,1,0.4,0.0
57,59,1,0.4,0.0
71,10,1,0.4,0.0
83,5,1,0.4,0.0
16,27,1,0.4,0.0
10,4,1,0.4,0.0
14,49,1,0.4,0.0
47,67,1,0.4,0.0
61,10,1,0.4,0.0
71,95,1,0.4,0.0
11,58,1,0.4,0.0
70,52,1,0.4,0.0
73,56,1,0.4,0.0
66,12,1,0.4,0.0
97,75,1,0.4,0.0
13,51,1,0.4,0.0
96,25,1,0.4,0.0
13,47,1,0.4,0.0
12,20,1,0.4,0.0
55,81,1,0.4,0.0
44,64,1,0.4,0.0
1,62,1,0.4,0.0
86,84,1,0.4,0.0
24,71,1,0.4,0.0
83,54,1,0.4,0.0
58,2,1,0.4,0.0
65,42,1,0.4,0.0
30,3,1,0.4,0.0
56,1,1,0.4,0.0
75,92,1,0.4,0.0
80,15,1,0.4,0.0
33,52,1,0.4,0.0
66,79,1,0.4,0.0
93,38,1,0.4,0.0
27,32,1,0.4,0.0
3,80,1,0.4,0.0
7,52,1,0.4,0.0
66,27,1,0.4,0.0
36,85,1,0.4,0.0
55,80,1,0.4,0.0
58,85,1,0.4,0.0
65,87,1,0.4,0.0
40,22,1,0.4,0.0
32,54,1,0.4,0.0
16,40,1,0.4,0.0
74,55,1,0.4,0.0
63,34,1,0.4,0.0
47,65,1,0.4,0.0
100,36,1,0.4,0.0
68,6,1,0.4,0.0
56,82,1,0.4,0.0
69,54,1,0.4,0.0
0,31,1,0.4,0.0
88,97,1,0.4,0.0
58,14,1,0.4,0.0
11,99,1,0.4,0.0
58,16,1,0.4,0.0
9,56,1,0.4,0.0
27,6,1,0.4,0.0
86,61,1,0.4,0.0
33,63,1,0.4,0.0
75,76,1,0.4,0.0
91,10,1,0.4,0.0
1,35,1,0.4,0.0
3,3,1,0.4,0.0
5,81,1,0.4,0.0
82,7,1,0.4,0.0
81,97,1,0.4,0.0
65,5,1,0.4,0.0
4,24,1,0.4,0.0
67,44,1,0.4,0.0
89,2,1,0.4,0.0
61,50,1,0.4,0.0
31,33,1,0.4,0.0
79,31,1,0.4,0.0
97,96,1,0.4,0.0
16,100,1,0.4,0.0
90,48,1,0.4,0.0
13,12,1,0.4,0.0
80,10,1,0.4,0.0
39,26,1,0.4,0.0
2,79,1,0.4,0.0
78,27,1,0.4,0.0
21,48,1,0.4,0.0
68,88,1,0.4,0.0
50,60,1,0.4,0.0
77,25,1,0.4,0.0
32,69,1,0.4,0.0
35,28,1,0.4,0.0
42,68,1,0.4,0.0
96,39,1,0.4,0.0
7,1,1,0.4,0.0
0,56,1,0.4,0.0
80,3,1,0.4,0.0
15,42,1,0.4,0.0
47,6,1,0.4,0.0
7,22,1,0.4,0.0
25,62,1,0.4,0.0
91,33,1,0.4,0.0
69,70,1,0.4,0.0
37,30,1,0.4,0.0
87,65,1,0.4,0.0
49,86,1,0.4,0.0
19,0,1,0.4,0.0
55,84,1,0.4,0.0
63,18,1,0.4,0.0
15,47,1,0.4,0.0
70,70,1,0.4,0.0
29,74,1,0.4,0.0
66,1,1,0.4,0.0
92,11,1,0.4,0.0
91,82,1,0.4,0.0
