91,24,1,0.5,0.0
30,23,1,0.5,0.0
7,86,1,0.5,0.0
54,97,1,0.5,0.0
21,44,1,0.5,0.0
75,81,1,0.5,0.0
27,45,1,0.5,0.0
41,28,1,0.5,0.0
52,84,1,0.5,0.0
3,2,1,0.5,0.0
46,47,1,0.5,0.0
43,87,1,0.5,0.0
43,15,1,0.5,0.0
43,2,1,0.5,0.0
47,49,1,0.5,0.0
41,60,1,0.5,0.0
12,54,1,0.5,0.0
21,60,1,0.5,0.0
60,83,1,0.5,0.0
60,23,1,0.5,0.0
43,21,1,0.5,0.0
25,10,1,0.5,0.0
57,37,1,0.5,0.0
2,97,1,0.5,0.0
29,87,1,0.5,0.0
84,70,1,0.5,0.0
64,89,1,0.5,0.0
46,5,1,0.5,0.0
79,3,1,0.5,0.0
44,36,1,0.5,0.0
71,25,1,0.5,0.0
53,58,1,0.5,0.0
49,81,1,0.5,0.0
85,75,1,0.5,0.0
57,80,1,0.5,0.0
4,42,1,0.5,0.0
85,32,1,0.5,0.0
56,45,1,0.5,0.0
72,23,1,0.5,0.0
65,0,1,0.5,0.0
39,98,1,0.5,0.0
13,82,1,0.5,0.0
86,73,1,0.5,0.0
39,35,1,0.5,0.0
89,1,1,0.5,0.0
75,77,1,0.5,0.0
3,45,1,0.5,0.0
64,89,1,0.5,0.0
62,97,1,0.5,0.0
65,39,1,0.5,0.0
1,90,1,0.5,0.0
28,14,1,0.5,0.0
48,41,1,0.5,0.0
47,45,1,0.5,0.0
0,46,1,0.5,0.0
71,25,1,0.5,0.0
71,92,1,0.5,0.0
33,32,1,0.5,0.0
70,84,1,0.5,0.0
17,61,1,0.5,0.0
55,98,1,0.5,0.0
17,51,1,0.5,0.0
94,96,1,0.5,0.0
90,16,1,0.5,0.0
95,85,1,0.5,0.0
56,52,1,0.5,0.0
39,90,1,0.5,0.0
10,39,1,0.5,0.0
73,82,1,0.5,0.0
37,8,1,0.5,0.0
9,36,1,0.5,0.0
38,44,1,0.5,0.0
68,19,1,0.5,0.0
65,7,1,0.5,0.0
18,26,1,0.5,0.0
4,31,1,0.5,0.0
88,1,1,0.5,0.0
18,40,1,0.5,0.0
7,53,1,0.5,0.0
12,12,1,0.5,0.0
68,63,1,0.5,0.0
65,26,1,0.5,0.0
65,84,1,0.5,0.0
62,15,1,0.5,0.0
95,1,1,0.5,0.0
59,84,1,0.5,0.0
56,40,1,0.5,0.0
17,99,1,0.5,0.0
50,13,1,0.5,0.0
39,15,1,0.5,0.0
23,2,1,0.5,0.0
55,31,1,0.5,0.0
92,30,1,0.5,0.0
89,54,1,0.5,0.0
14,30,1,0.5,0.0
86,84,1,0.5,0.0
11,94,1,0.5,0.0
73,25,1,0.5,0.0
93,62,1,0.5,0.0
54,59,1,0.5,0.0
38,60,1,0.5,0.0
55,43,1,0.5,0.0
92,52,1,0.5,0.0
8,10,1,0.5,0.0
91,89,1,0.5,0.0
49,6,1,0.5,0.0
51,89,1,0.5,0.0
94,21,1,0.5,0.0
15,15,1,0.5,0.0
64,15,1,0.5,0.0
92,53,1,0.5,0.0
45,70,1,0.5,0.0
29,51,1,0.5,0.0
23,2,1,0.5,0.0
56,92,1,0.5,0.0
23,98,1,0.5,0.0
89,100,1,0.5,0.0
15,77,1,0.5,0.0
9,40,1,0.5,0.0
10,76,1,0.5,0.0
93,43,1,0.5,0.0
85,58,1,0.5,0.0
21,54,1,0.5,0.0
84,3,1,0.5,0.0
89,60,1,0.5,0.0
