1,6.0,22.0,3.0,0.1
1,57.0,65.0,3.0,0.1
1,83.0,87.0,3.0,0.1
1,26.0,43.0,3.0,0.1
1,65.0,12.0,3.0,0.1
1,82.0,93.0,3.0,0.1
1,56.0,78.0,3.0,0.1
1,29.0,95.0,3.0,0.1
1,15.0,15.0,3.0,0.1
1,82.0,67.0,3.0,0.1
1,40.0,51.0,3.0,0.1
1,11.0,16.0,3.0,0.1
1,11.0,10.0,3.0,0.1
1,62.0,64.0,3.0,0.1
1,73.0,5.0,3.0,0.1
1,99.0,61.0,3.0,0.1
1,19.0,28.0,3.0,0.1
1,82.0,66.0,3.0,0.1
1,60.0,41.0,3.0,0.1
1,73.0,64.0,3.0,0.1
1,59.0,1.0,3.0,0.1
1,0.0,48.0,3.0,0.1
1,80.0,66.0,3.0,0.1
1,8.0,60.0,3.0,0.1

1,25.0,78.0,3.0,0.1
1,40.0,24.0,3.0,0.1
1,63.0,14.0,3.0,0.1
1,40.0,12.0,3.0,0.1
1,22.0,0.0,3.0,0.1
1,68.0,19.0,3.0,0.1
1,23.0,73.0,3.0,0.1
1,14.0,46.0,3.0,0.1
1,45.0,42.0,3.0,0.1
1,17.0,26.0,3.0,0.1
1,70.0,35.0,3.0,0.1
1,1.0,79.0,3.0,0.1
1,87.0,0.0,3.0,0.1
1,50.0,62.0,3.0,0.1
1,8.0,74.0,3.0,0.1
1,57.0,98.0,3.0,0.1
1,80.0,71.0,3.0,0.1
1,80.0,41.0,3.0,0.1
1,59.0,50.0,3.0,0.1
1,61.0,75.0,3.0,0.1
1,95.0,58.0,3.0,0.1
1,73.0,2.0,3.0,0.1
1,91.0,89.0,3.0,0.1
1,74.0,47.0,3.0,0.1
1,29.0,72.0,3.0,0.1
1,39.0,62.0,3.0,0.1

1,48.0,4.0,3.0,0.1
1,80.0,94.0,3.0,0.1
1,81.0,65.0,3.0,0.1
1,47.0,77.0,3.0,0.1
1,37.0,13.0,3.0,0.1
1,24.0,78.0,3.0,0.1
1,91.0,27.0,3.0,0.1
1,35.0,86.0,3.0,0.1
1,85.0,90.0,3.0,0.1
1,68.0,42.0,3.0,0.1
1,27.0,63.0,3.0,0.1
1,50.0,57.0,3.0,0.1
1,56.0,79.0,3.0,0.1
1,6.0,8.0,3.0,0.1
1,88.0,28.0,3.0,0.1
1,34.0,41.0,3.0,0.1
1,100.0,61.0,3.0,0.1
1,47.0,7.0,3.0,0.1
1,34.0,36.0,3.0,0.1
1,72.0,61.0,3.0,0.1
1,31.0,52.0,3.0,0.1
1,2.0,12.0,3.0,0.1
1,3.0,19.0,3.0,0.1
1,10.0,40.0,3.0,0.1
1,9.0,35.0,3.0,0.1

1,39.0,58.0,3.0,0.1
1,41.0,12.0,3.0,0.1
1,69.0,46.0,3.0,0.1
1,29.0,11.0,3.0,0.1
1,83.0,42.0,3.0,0.1
1,4.0,71.0,3.0,0.1
1,55.0,70.0,3.0,0.1
1,2.0,50.0,3.0,0.1
1,37.0,30.0,3.0,0.1
1,44.0,80.0,3.0,0.1
1,82.0,16.0,3.0,0.1
1,60.0,29.0,3.0,0.1
1,56.0,77.0,3.0,0.1

