0,17,1,0.9
95,81,1,0.9
21,94,1,0.9
91,30,1,0.9
10,72,1,0.9
11,43,1,0.9
17,79,1,0.9
88,91,1,0.9
88,17,1,0.9
42,12,1,0.9
58,9,1,0.9
75,30,1,0.9
59,32,1,0.9
48,29,1,0.9
37,74,1,0.9
27,52,1,0.9
27,9,1,0.9
73,39,1,0.9
10,68,1,0.9
20,37,1,0.9
3,85,1,0.9
95,84,1,0.9
59,16,1,0.9
53,93,1,0.9
92,72,1,0.9
91,68,1,0.9
84,37,1,0.9
86,48,1,0.9
83,61,1,0.9
51,40,1,0.9
72,82,1,0.9
42,63,1,0.9
89,91,1,0.9
51,8,1,0.9
33,60,1,0.9
100,51,1,0.9
23,38,1,0.9
65,30,1,0.9
73,12,1,0.9
10,73,1,0.9
59,86,1,0.9
30,20,1,0.9
7,60,1,0.9
44,43,1,0.9
72,81,1,0.9
75,88,1,0.9
16,30,1,0.9
75,46,1,0.9
22,94,1,0.9
82,48,1,0.9
36,10,1,0.9
64,75,1,0.9
47,78,1,0.9
31,83,1,0.9
37,39,1,0.9
33,89,1,0.9
26,1,1,0.9
22,55,1,0.9
12,90,1,0.9
51,28,1,0.9
66,0,1,0.9
47,90,1,0.9
64,35,1,0.9
74,23,1,0.9
15,12,1,0.9
3,64,1,0.9
95,79,1,0.9
90,40,1,0.9
21,0,1,0.9
87,68,1,0.9
71,21,1,0.9
9,88,1,0.9
69,46,1,0.9
81,42,1,0.9
1,65,1,0.9
85,66,1,0.9
37,25,1,0.9
77,73,1,0.9
20,74,1,0.9
65,75,1,0.9
64,32,1,0.9
64,78,1,0.9
42,27,1,0.9
16,75,1,0.9
90,92,1,0.9
60,40,1,0.9
47,24,1,0.9
27,12,1,0.9
23,97,1,0.9
34,95,1,0.9
86,72,1,0.9
100,41,1,0.9
3,78,1,0.9
66,94,1,0.9
37,58,1,0.9
42,75,1,0.9
39,85,1,0.9
48,50,1,0.9
10,16,1,0.9
65,73,1,0.9
34,91,1,0.9
56,64,1,0.9
48,91,1,0.9
88,50,1,0.9
78,58,1,0.9
67,73,1,0.9
56,68,1,0.9
62,96,1,0.9
0,82,1,0.9
1,24,1,0.9
55,65,1,0.9
88,82,1,0.9
62,31,1,0.9
25,25,1,0.9
64,14,1,0.9
6,38,1,0.9
17,55,1,0.9
55,77,1,0.9
3,41,1,0.9
25,55,1,0.9
4,28,1,0.9
44,81,1,0.9
8,11,1,0.9
86,30,1,0.9
1,55,1,0.9
