74,60,3,0.1,14,1
68,70,3,0.1,11,2
43,10,3,0.1,11,3
66,52,3,0.1,19,4
10,68,3,0.1,1,5
29,9,3,0.1,10,6
78,52,3,0.1,8,7
86,29,3,0.1,5,8
69,83,3,0.1,1,9
42,30,3,0.1,11,10
72,5,3,0.1,6,11
72,34,3,0.1,13,12
84,45,3,0.1,4,13
71,81,3,0.1,17,14
55,1,3,0.1,4,15
61,45,3,0.1,18,16
84,5,3,0.1,10,17
90,90,3,0.1,4,18
52,82,3,0.1,18,19
40,24,3,0.1,11,20
38,36,3,0.1,7,21
53,97,3,0.1,15,22
6,78,3,0.1,17,23
87,71,3,0.1,1,24
45,40,3,0.1,16,25
12,39,3,0.1,11,26
25,14,3,0.1,3,27
31,53,3,0.1,7,28
16,37,3,0.1,19,29
24,93,3,0.1,5,30
22,100,3,0.1,17,31
99,88,3,0.1,10,32
37,59,3,0.1,2,33
36,38,3,0.1,9,34
99,47,3,0.1,8,35
82,52,3,0.1,4,36
84,82,3,0.1,1,37
76,34,3,0.1,16,38
3,19,3,0.1,14,39
12,38,3,0.1,11,40
32,20,3,0.1,5,41
16,73,3,0.1,12,42
4,37,3,0.1,18,43
33,15,3,0.1,9,44
68,45,3,0.1,4,45
85,89,3,0.1,13,46
83,91,3,0.1,18,47
4,56,3,0.1,18,48
69,39,3,0.1,11,49
28,55,3,0.1,6,50
36,58,3,0.1,10,51
72,2,3,0.1,9,52
28,55,3,0.1,18,53
29,45,3,0.1,11,54
76,89,3,0.1,14,55
61,53,3,0.1,6,56
59,84,3,0.1,2,57
47,63,3,0.1,17,58
92,25,3,0.1,16,59
7,0,3,0.1,4,60
53,19,3,0.1,1,61
69,57,3,0.1,10,62
74,51,3,0.1,4,63
85,45,3,0.1,16,64
89,32,3,0.1,7,65
35,77,3,0.1,12,66
24,7,3,0.1,12,67
1,10,3,0.1,10,68
22,99,3,0.1,17,69
97,38,3,0.1,12,70
2,51,3,0.1,12,71
32,41,3,0.1,2,72
33,10,3,0.1,12,73
90,58,3,0.1,2,74
74,22,3,0.1,19,75
0,93,3,0.1,4,76
68,1,3,0.1,12,77
44,24,3,0.1,12,78
16,67,3,0.1,13,79
77,49,3,0.1,11,80
85,55,3,0.1,14,81
0,44,3,0.1,12,82
38,75,3,0.1,12,83
6,65,3,0.1,14,84
41,16,3,0.1,11,85
54,15,3,0.1,5,86
73,96,3,0.1,15,87
71,78,3,0.1,7,88
62,27,3,0.1,17,89
72,88,3,0.1,2,90
62,4,3,0.1,13,91
78,96,3,0.1,17,92
45,70,3,0.1,6,93
8,84,3,0.1,16,94
79,65,3,0.1,17,95
68,89,3,0.1,10,96
79,41,3,0.1,3,97
56,29,3,0.1,4,98
7,43,3,0.1,7,99
70,70,3,0.1,6,100
89,11,3,0.1,19,101
77,98,3,0.1,14,102
7,47,3,0.1,17,103
68,22,3,0.1,9,104
84,42,3,0.1,18,105
39,74,3,0.1,4,106
28,62,3,0.1,13,107
46,49,3,0.1,15,108
59,71,3,0.1,19,109
0,91,3,0.1,6,110
31,30,3,0.1,19,111
6,1,3,0.1,12,112
0,3,3,0.1,12,113
8,21,3,0.1,3,114
62,42,3,0.1,15,115
36,55,3,0.1,1,116
29,51,3,0.1,4,117
54,90,3,0.1,11,118
91,98,3,0.1,7,119
53,85,3,0.1,6,120
82,6,3,0.1,13,121
54,54,3,0.1,13,122
20,7,3,0.1,1,123
53,91,3,0.1,4,124
51,12,3,0.1,19,125
