93,70,0.1,0.4,0.0
92,30,0.1,0.4,0.0
84,54,0.1,0.4,0.0
2,71,0.1,0.4,0.0
29,65,0.1,0.4,0.0
29,60,0.1,0.4,0.0
61,69,0.1,0.4,0.0
89,99,0.1,0.4,0.0
80,52,0.1,0.4,0.0
92,56,0.1,0.4,0.0
16,31,0.1,0.4,0.0
6,98,0.1,0.4,0.0
35,75,0.1,0.4,0.0
50,72,0.1,0.4,0.0
26,50,0.1,0.4,0.0
11,56,0.1,0.4,0.0
48,32,0.1,0.4,0.0
47,26,0.1,0.4,0.0
8,60,0.1,0.4,0.0
69,52,0.1,0.4,0.0
94,27,0.1,0.4,0.0
66,8,0.1,0.4,0.0
4,92,0.1,0.4,0.0
74,100,0.1,0.4,0.0
87,62,0.1,0.4,0.0
97,81,0.1,0.4,0.0
78,83,0.1,0.4,0.0
50,52,0.1,0.4,0.0
96,22,0.1,0.4,0.0
13,21,0.1,0.4,0.0
64,83,0.1,0.4,0.0
92,14,0.1,0.4,0.0
39,41,0.1,0.4,0.0
49,100,0.1,0.4,0.0
69,32,0.1,0.4,0.0
27,79,0.1,0.4,0.0
31,29,0.1,0.4,0.0
75,53,0.1,0.4,0.0
94,96,0.1,0.4,0.0
90,16,0.1,0.4,0.0
96,63,0.1,0.4,0.0
79,3,0.1,0.4,0.0
35,60,0.1,0.4,0.0
68,19,0.1,0.4,0.0
93,40,0.1,0.4,0.0
30,59,0.1,0.4,0.0
55,53,0.1,0.4,0.0
77,22,0.1,0.4,0.0
5,71,0.1,0.4,0.0
40,69,0.1,0.4,0.0
48,35,0.1,0.4,0.0
51,11,0.1,0.4,0.0
3,90,0.1,0.4,0.0
79,67,0.1,0.4,0.0
92,1,0.1,0.4,0.0
58,9,0.1,0.4,0.0
22,14,0.1,0.4,0.0
54,9,0.1,0.4,0.0
98,94,0.1,0.4,0.0
31,33,0.1,0.4,0.0
29,7,0.1,0.4,0.0
77,21,0.1,0.4,0.0
64,53,0.1,0.4,0.0
26,9,0.1,0.4,0.0
62,63,0.1,0.4,0.0
51,8,0.1,0.4,0.0
23,97,0.1,0.4,0.0
9,44,0.1,0.4,0.0
42,91,0.1,0.4,0.0
42,77,0.1,0.4,0.0
24,58,0.1,0.4,0.0
26,67,0.1,0.4,0.0
25,94,0.1,0.4,0.0
77,44,0.1,0.4,0.0
30,64,0.1,0.4,0.0
64,25,0.1,0.4,0.0
24,31,0.1,0.4,0.0
42,73,0.1,0.4,0.0
32,78,0.1,0.4,0.0
24,14,0.1,0.4,0.0
47,25,0.1,0.4,0.0
17,25,0.1,0.4,0.0
73,81,0.1,0.4,0.0
13,3,0.1,0.4,0.0
22,45,0.1,0.4,0.0
79,70,0.1,0.4,0.0
19,69,0.1,0.4,0.0
40,83,0.1,0.4,0.0
1,64,0.1,0.4,0.0
27,29,0.1,0.4,0.0
47,49,0.1,0.4,0.0
74,98,0.1,0.4,0.0
63,39,0.1,0.4,0.0
7,46,0.1,0.4,0.0
63,79,0.1,0.4,0.0
25,44,0.1,0.4,0.0
65,54,0.1,0.4,0.0
17,13,0.1,0.4,0.0
15,42,0.1,0.4,0.0
4,27,0.1,0.4,0.0
48,33,0.1,0.4,0.0
86,5,0.1,0.4,0.0
11,87,0.1,0.4,0.0
39,6,0.1,0.4,0.0
72,54,0.1,0.4,0.0
95,21,0.1,0.4,0.0
67,82,0.1,0.4,0.0
74,40,0.1,0.4,0.0
86,82,0.1,0.4,0.0
35,83,0.1,0.4,0.0
50,99,0.1,0.4,0.0
69,88,0.1,0.4,0.0
60,56,0.1,0.4,0.0
9,70,0.1,0.4,0.0
20,6,0.1,0.4,0.0
80,75,0.1,0.4,0.0
53,37,0.1,0.4,0.0
57,89,0.1,0.4,0.0
28,2,0.1,0.4,0.0
58,85,0.1,0.4,0.0
6,0,0.1,0.4,0.0
38,70,0.1,0.4,0.0
50,21,0.1,0.4,0.0
35,17,0.1,0.4,0.0
40,56,0.1,0.4,0.0
